loss,id
1789.6054064847374,1219
5018.2024226953745,1223
1235.9731343235264,1227
1307.8957240534078,1228
3875.9430377585204,1229
1026.1817451345773,1233
4755.62538208229,1238
1328.4120190441527,1239
3380.254983079953,1241
1831.3445536338425,1243
1376.3813758975973,1244
3622.707654189391,1245
3902.3477951572095,1277
3134.1728282235545,1279
13093.946462874661,1292
1573.5509887593137,1293
9279.276872165181,1299
3062.391362088647,1304
4016.5873421378737,1313
2576.3083160838905,1328
1043.2486399577203,1330
1667.251343136401,1334
1156.4934038121023,1335
5219.101030539954,1336
1058.462527270527,1341
1228.8746753405658,1344
832.6992397367626,1351
2347.014492678548,1352
1177.7584688781255,1354
4312.29920158228,1368
1475.6131304991598,1373
668.1322508161985,1375
1702.7674347366556,1381
2756.9508510418,1384
3125.822815000321,1385
4623.087808900539,1388
4924.354876807748,1401
2062.7963369672284,1402
1413.4093053885329,1404
1432.587488115632,1406
793.5462862133102,1409
1428.3023940876499,1422
2610.692746778849,1429
5739.768345206039,1433
957.6361225192138,1438
967.8709210344423,1444
1057.0121533095585,1446
1319.9880105022519,1450
820.1334274333192,1451
1629.4677513615234,1454
2649.0197012799154,1458
3783.578205127105,1461
6027.5928086980675,1464
1019.2193283278643,1465
1942.5337842140566,1478
1421.7318142148006,1479
2361.2401981685393,1480
2258.48058937645,1484
1026.0087544719495,1486
984.5957315296,1488
2832.06196291854,1489
1102.6280256411874,1491
2625.6374465759163,1507
1584.9964396208497,1515
2948.9374385604888,1519
1274.5750241189057,1528
1040.4518035251795,1529
3277.6661184726295,1530
1040.323503496562,1532
1881.2394201667548,1541
3617.6171686497955,1542
1077.6644442744787,1547
1451.979919487026,1549
2215.3658810689017,1553
2401.1582329103294,1554
1210.3171344213927,1555
1778.7015713511016,1559
1442.5170450582311,1565
1256.1461990924533,1568
3964.624898256925,1576
1057.5795565643075,1579
1141.847729463544,1592
3445.4793127490957,1596
901.2314873842242,1605
1487.923439801191,1607
1592.2539140131555,1612
2436.1701759655907,1617
2440.1181096232067,1619
10252.272182917393,1620
1811.9052702364725,1624
1280.100087616417,1627
1624.2501196379912,1633
1416.5232695355487,1636
1086.0892656518706,1639
2937.154833078386,1640
1127.1914716715949,1644
1707.2698153228196,1646
2776.8565690506216,1647
1199.8153233368605,1654
2763.5962416417055,1655
6426.964572843913,1664
2132.617112120131,1665
6071.007008212502,1667
915.7082712756055,1669
1551.2890256261196,1678
2288.687445856335,1682
1028.3145812312594,1689
2700.97897932323,1690
3373.894383682133,1693
773.4312290976875,1695
1941.565272479098,1705
2719.7145989897617,1706
2307.1234892096445,1708
1970.2714196032707,1716
9239.648365134455,1720
1416.071694334777,1722
4340.519047458289,1749
1314.2528896195886,1750
5942.999250219463,1751
2067.5216632322367,1760
4258.4456314966255,1763
1443.0764842683686,1770
2098.703349814808,1777
5468.4697808865685,1785
1340.562962078762,1791
3893.2466195231723,1794
1271.486852077124,1800
1110.8839619868259,1816
1141.5450065295752,1817
3105.4607752623674,1821
1048.7634617464619,1836
2006.7903167546124,1838
1904.8612624895682,1851
3492.5197970096215,1852
3050.780752067011,1854
902.6916337726338,1856
731.9443710587998,1865
1146.9234352460178,1872
632.3698358290923,1878
1012.4072270016093,1880
1368.7458567342674,1881
1377.7186963662077,1882
974.1622444585578,1886
1346.041598117096,1892
2196.629540903245,1894
2283.2002666101807,1898
2371.4548192277357,1899
1402.6116802002762,1902
5877.867388245166,1903
1363.4163513891165,1906
2561.3187155334545,1910
2068.7043873463595,1911
3436.6758484263587,1914
2779.7153083337603,1929
1551.082323274066,1932
920.3566727579032,1952
1309.1519678451816,1959
1388.8551164148184,1960
3839.4720804871895,1976
2668.4935793576597,1980
2152.281527978156,1981
2323.9213351587937,1987
1383.521496388843,1994
1115.3796364303646,2000
2368.4290113654083,2008
2783.882408090664,2011
5846.974368304455,2012
1581.7248199138903,2019
2975.852378991188,2022
9560.345465484006,2024
865.8634327086472,2028
3760.815879727724,2030
7277.203191088227,2031
1841.5522375304365,2047
762.5178894810531,2049
1852.140079548109,2050
4113.334563791301,2051
1686.2390842499535,2056
1026.9961899522334,2057
2087.0602205139085,2059
4050.286099291131,2069
2484.4958328126627,2085
1035.0330511770117,2089
1662.5109403791157,2090
2225.146196553439,2101
2163.58550606658,2114
1782.9701267078,2115
1433.1451798702299,2118
2033.7166030703806,2119
1433.2843876802895,2125
3501.3242884474043,2128
1634.2564097580491,2129
1939.9509068518364,2132
2147.317453900292,2133
663.2486624035147,2135
1605.9851190100328,2136
1209.3956925421885,2143
1115.644012737997,2144
2416.1324438259353,2145
2367.795586348509,2152
1873.8761215696113,2160
1900.8265353491133,2166
1191.7887498638938,2169
1625.0586653556718,2170
1613.625211391,2172
1701.1750259475523,2181
1626.845893086662,2183
2866.808800584061,2185
2365.822338868641,2188
2364.0129328132543,2189
4158.29563106372,2194
1441.6684657051171,2202
2824.729315146891,2208
1942.379558207961,2227
5410.904786628332,2230
3067.520606222774,2235
2062.7412276407767,2236
7134.7850406645985,2244
1561.8735765818024,2248
1302.087993014113,2252
1449.9547753632635,2254
4758.897479280163,2260
1444.301806530581,2263
1183.4604105866724,2274
967.7060975719346,2277
5429.8596449196975,2279
11753.213766413419,2280
2940.2831498153755,2283
898.0325660648473,2284
3668.1550770970143,2288
1979.2046059554646,2292
6263.491027574184,2295
1382.6531308475537,2296
2122.867714245088,2299
7088.593492784249,2315
1454.11293886316,2318
10830.48371670013,2329
1471.0128857401062,2337
903.0341862666169,2340
1189.353801549504,2342
3655.2962574176195,2347
4137.008880244399,2349
1353.8599856145227,2354
2160.1163334778685,2361
1549.6971777942483,2370
3002.1024842467555,2378
3966.446695370536,2382
1451.6133562568377,2387
2014.6406539573613,2389
1373.885292860592,2394
1444.2274815455999,2396
2258.9416890268317,2400
2860.89237540261,2407
1013.3738455154719,2414
2468.597079758866,2415
2295.3073938987827,2421
2363.492298486076,2427
3122.326899849251,2428
2245.8140102047737,2430
2110.6782569263205,2435
5920.8957993186195,2445
1762.8858891358764,2446
1349.0119070296212,2447
2480.115238011329,2449
1382.2568904413417,2451
11452.41348847579,2458
10884.476790064642,2462
2458.6501279141803,2463
2067.256416904232,2467
5668.973730536321,2471
2466.4868670933865,2475
2584.6171040989416,2478
5595.774518712076,2483
1191.772213272511,2485
1161.877398786242,2487
679.3462112813035,2494
1619.408367435648,2497
1576.0721665991678,2499
1655.5684922581497,2503
3014.944005541717,2513
2289.8962417351586,2515
1265.331427059079,2522
1217.8414020216965,2523
2676.875397608126,2528
4308.488409436574,2532
1082.12977677828,2536
1741.7015532117225,2538
991.1526796321295,2539
2601.560397879839,2540
4625.001899351399,2545
1059.719856058698,2548
1128.0495264295243,2549
2511.2405543092977,2553
1591.2916113132426,2563
2048.1697035012076,2566
1397.0416146993184,2574
2529.6819315102944,2575
3152.9773548202793,2584
2303.513781915587,2588
757.7829927351726,2589
2086.742105549969,2592
1237.381936143392,2596
1373.6786121902956,2598
1046.791447785907,2602
1607.736969973696,2603
2751.7281596447137,2607
1562.809278616978,2609
4657.327002984384,2611
1475.533180538148,2627
1938.393689253537,2628
3183.033296731408,2630
2412.620144417316,2633
8571.643017289249,2636
959.5881591989128,2640
1063.907793488958,2641
4381.0921112339865,2657
1238.2271393474266,2659
976.5003528805253,2662
1801.544204484642,2663
2203.692286767655,2667
968.8502637916004,2670
2313.8346900014053,2682
3645.427219507731,2694
6119.999247239947,2699
2854.044707762107,2700
4633.590055730355,2703
1758.524397195001,2708
917.0769058440119,2714
696.3453131153321,2725
943.6434673422332,2726
1282.0447035739014,2727
2145.8908158585596,2732
6257.382956504957,2733
4687.82630039454,2736
3017.1269613831573,2745
1062.2632998995307,2760
1947.0950771145822,2764
5677.777514678007,2765
599.9326517622219,2766
1282.57571277626,2775
1723.5284451313364,2783
1218.4294190285461,2784
2187.205927513637,2786
1211.0511394287612,2801
1305.142637748693,2803
6064.299955157343,2813
7149.8423470207135,2815
2027.0130900458626,2816
3206.560447898046,2818
2696.362941912178,2819
1078.3491741409825,2822
1723.957690635119,2825
1231.1768407074449,2826
1988.1323010684737,2830
1481.5128785707125,2834
4560.525568211315,2835
1828.633982497871,2856
5893.837080136839,2873
3690.33540382043,2886
2776.76884032899,2892
845.241748447939,2896
1117.280390845566,2897
2622.093654930828,2899
1283.5134810961572,2901
5858.819878273089,2909
3236.820583160641,2914
1250.4523301021843,2915
2453.9920332059614,2916
921.3062087409551,2919
2814.2522713599055,2926
2254.042542516925,2927
1659.461674774921,2933
2885.3298331442797,2934
2074.3097460852746,2941
1841.4713275003628,2942
1983.0447351773946,2946
1731.762604900404,2949
2050.7232579827555,2952
13562.562981875815,2957
1911.165001208626,2962
1280.20493912742,2963
2070.8825740672273,2965
6515.6451042989265,2966
1167.643763886147,2971
745.0292624453989,2975
1058.555085011774,2979
8988.54547149977,2985
2197.280219361614,2995
1271.4976109109896,2996
2779.577889480388,3001
2581.469166926005,3007
859.2893409383812,3008
3693.1682371555485,3014
9149.24716968612,3017
1038.9067388158066,3021
2403.956068954321,3025
946.0591789346581,3026
2628.694995481841,3034
2959.5576767391744,3035
3627.662733805813,3044
3348.0374838499056,3046
4610.86852885175,3047
3468.043749248294,3057
4749.131841876347,3059
5380.160788590963,3063
1562.7488097157748,3065
2021.8773513445085,3067
1275.2111162965844,3069
2987.945577764795,3076
1183.5045609814972,3086
2126.0383405246525,3088
2220.568925975298,3090
2745.8188222849303,3096
882.0873919099254,3100
2430.156906726643,3102
3117.7971937381217,3103
1230.5016642800158,3107
1866.1746170358256,3118
6599.273355279413,3120
3262.4179276784716,3123
1245.0939571555775,3128
1651.9476555101896,3132
1523.136961179648,3140
2224.247669485585,3152
3573.290245079754,3165
1183.5744233929552,3183
1051.781553092005,3190
2034.5724672309016,3197
1102.362448137565,3201
1456.3009777107195,3203
3091.523206581548,3214
2208.5082778861697,3219
1506.740035983473,3220
2806.2439037403506,3221
1898.4847419604043,3229
876.097364285006,3234
3457.353408028542,3235
2028.454191928039,3240
1009.6342816912827,3241
1961.5562311782942,3249
1072.3206553576542,3254
2589.4561248459,3264
1925.7831109419885,3266
886.028502830163,3270
2041.5338357007113,3282
1393.36592915049,3285
1557.9114062555996,3289
1635.6982989390717,3291
2030.5014430512515,3295
754.9645402284842,3299
1695.6429435645366,3302
6883.786995731407,3303
2988.8978303956674,3308
3618.9155544322493,3309
1950.6295564896477,3324
6419.612845419836,3327
4584.750577758153,3330
1216.741419546195,3335
1979.108104968796,3339
2835.5524733135157,3340
1867.928377819649,3343
2972.2597331233965,3350
1571.6177918117985,3353
10816.118657534356,3356
2906.6200491964573,3361
1086.2699104293717,3368
1522.2413656812173,3376
1221.6796617942323,3381
3038.453803960304,3383
2211.675173372563,3397
1900.6892291839536,3403
1798.7257572656488,3405
1894.587573871157,3410
3785.6207471833955,3412
2934.2527788004436,3416
1310.626659456852,3417
3017.669909740439,3423
4746.707294938361,3427
3066.078151279111,3435
1501.5448229691326,3439
2064.421138871019,3441
1301.1367224261276,3450
1214.1017843482095,3453
1291.5650325184974,3454
17476.74787931227,3458
1953.318314661729,3459
4216.4824385236625,3467
5311.741275099756,3469
891.2794101753061,3477
9025.7245075873,3478
1119.56428979298,3482
5116.102181819928,3484
2167.5384998050977,3506
6096.72182969251,3515
2839.466567264094,3522
1277.6778385763728,3523
1019.1270379468442,3526
1632.9801917600857,3532
2084.5646752064035,3534
1245.5406348638662,3537
894.5012311771004,3539
5383.771591029958,3542
1152.7957238995803,3545
1543.4782666165938,3552
1558.5083071935996,3554
1652.6740258147274,3573
1701.9317706790675,3576
2416.7081084136007,3577
1579.0236572123817,3580
1254.5432355472835,3583
1660.3922519573516,3584
1016.3769297256551,3609
4165.957640513742,3613
1802.4027989211697,3623
2662.821248232901,3624
7398.31671754494,3638
2409.020388211851,3642
1926.5879730229972,3643
1246.446869273018,3647
1560.853824504994,3653
3463.0673768357087,3654
1326.0256624440551,3656
893.3658999128493,3658
4612.437586585257,3659
6411.109270024262,3663
3075.338529171578,3664
834.9113162201199,3666
1382.9321992547625,3681
2924.897451997534,3689
3276.4200597844374,3694
1625.3201605642982,3695
1647.4323227191474,3699
2509.36205211357,3701
3774.0006240561456,3704
1557.2500743638102,3721
3659.8540529504976,3726
2153.1339200654465,3727
2635.5867049394037,3729
3668.794919612703,3731
1564.6453296714599,3738
2314.0601150035973,3740
2056.8258543752286,3744
1201.064002815536,3757
1124.708112064362,3758
1458.9376816396416,3778
3289.1859006567975,3781
5707.535573434644,3790
1180.7246295837563,3796
7158.101306349149,3798
1170.3592051714436,3804
1184.0231995837166,3813
957.8420926028307,3814
2440.5864430525817,3815
2271.055864214271,3818
2204.6286342623284,3823
7013.928135831647,3826
1405.5660174079317,3831
3473.238467873412,3834
2940.1935567756,3835
2174.489008022434,3849
3164.3668843595938,3850
2385.7116652103027,3855
2721.7018270265285,3864
2303.6129104724223,3867
1139.7172339926624,3871
1492.694829507495,3879
2686.381604230758,3880
3748.9998824179183,3882
7491.962301981636,3884
1647.282776298102,3893
1780.0127454204946,3895
2395.8475690254027,3901
1087.6789584310798,3903
1753.6311028338373,3913
1391.4277869092136,3921
2052.1048372330156,3929
881.2579523112945,3947
2136.759604326373,3962
882.7088008648936,3963
1731.714017656445,3966
1932.8232307527169,3975
6266.738159342929,3976
2462.5296135360677,3977
1195.565418175381,3978
994.100260645703,3979
1864.3682549611121,3983
711.4043651716182,3985
7750.277486387338,3989
1983.2626872302017,3992
1985.5041503318648,3995
1938.4193301944783,4008
1479.221565569336,4013
1718.8292101054074,4029
2649.396866845473,4035
2217.1094655948496,4040
850.9735119507595,4048
1866.0006642907792,4060
1221.7475866971176,4066
829.5971816478536,4075
2410.974807193222,4079
1029.4649797682314,4083
1729.310071018429,4091
4000.7652043595435,4092
2980.4404214299097,4093
2939.8715894732427,4098
1265.1912680097603,4108
967.1346312336802,4109
3622.7272416541964,4110
2325.0720339267214,4116
1366.2865175243357,4129
4373.184174773147,4130
2348.623478696288,4140
1850.3306860547223,4146
3570.6217925929027,4150
6757.862104131205,4151
1594.466062029741,4153
7674.433044796958,4169
2538.181120682993,4170
1748.117542042417,4179
3331.1696261685033,4183
4509.149285281791,4188
1176.3838770496031,4190
2159.1245379479983,4193
5276.5333992111255,4201
1188.6669234507772,4205
2318.715475956814,4210
1951.275661471524,4226
2236.026664499829,4229
2635.5209699100174,4241
1418.7676050889854,4242
4133.42082273634,4257
665.888266314043,4258
2423.6748583799713,4260
5322.172049999292,4263
889.6258955185904,4267
2504.211888634999,4273
2066.1502423063894,4274
1226.99129400766,4277
1717.7537758265585,4281
4552.728532259703,4283
2891.2056791118525,4293
1209.1225416668728,4294
3887.8150334509287,4305
2944.1326374427726,4307
1949.4101103054636,4318
2663.5516448038506,4325
5328.162655464688,4327
2469.521226344551,4332
4568.243514656587,4335
3366.755706900997,4336
916.9221499370301,4337
4343.852779884161,4339
1462.5989614830498,4343
877.7257241617863,4346
1420.874385611509,4348
4842.609780795762,4350
2530.539742175829,4358
2482.115734970428,4359
2329.40596599588,4363
4571.952545514941,4366
1051.9784244678763,4374
2139.556382802303,4375
1172.3392131486942,4377
3278.913804376751,4393
2470.3421386374043,4395
1048.54541237081,4400
6571.6719665424735,4402
16965.35187980923,4404
2689.5601066268737,4415
1624.5936349453316,4418
1958.0653590400975,4422
1446.7825373290882,4430
2106.18522707476,4432
1093.4943198047029,4433
4994.2543677289,4435
1740.9085107515907,4438
1743.1783554779986,4444
2575.2244767165625,4447
5029.6365923469075,4451
2233.663364730608,4452
1942.855902156602,4457
4092.743954999798,4459
1522.8586738061188,4469
9857.0384118273,4471
1252.4594421192312,4486
2405.070611426562,4488
1525.2495977983308,4510
1164.3085883974315,4515
3844.373839438106,4527
1111.7664536618452,4530
864.1194338800358,4534
3786.876169185841,4535
1175.4567344777079,4536
2855.7236488151098,4548
1815.9415568665954,4549
5885.266287098244,4551
2328.1415041442824,4556
812.8590830998158,4559
1286.92543357378,4564
3858.756666402253,4570
7388.428319709483,4575
3635.6761238812037,4584
2626.7268281667107,4585
3162.9288725718156,4591
2566.5127750602837,4592
1798.7142320036417,4593
1353.7836141957744,4594
1326.679268198859,4598
2904.8814940359516,4607
848.1157361576334,4608
2171.942081181005,4620
3801.254103249322,4621
2753.2123623481816,4625
2896.4829521398146,4635
5042.34393476373,4638
2707.852016004636,4652
1970.0378638882808,4657
1853.0800305447042,4658
4991.278201730605,4666
1442.5922279691522,4672
3771.2838782492113,4676
1159.1498751542995,4680
6027.978161092466,4681
2645.4411503246915,4683
1395.2605009995739,4684
3027.991947864453,4689
2616.803331574588,4690
2092.5181830529787,4692
2090.279320331191,4697
1626.6419983486846,4700
15762.450556077394,4705
2310.382901320547,4721
1677.1144414321936,4726
1024.3709483677828,4729
4229.364934032462,4731
2300.4603602964557,4736
1979.6608456926078,4739
1583.768762606662,4740
1364.528223952405,4753
2424.8174175362547,4754
3880.3535281723803,4755
1676.4326005129526,4756
1820.2668375772646,4759
1684.7132029042762,4764
3418.543979271192,4771
1930.851493111355,4772
1031.6742669017817,4776
2600.4772789413446,4780
1652.9298222122127,4784
1407.9062342462435,4786
3965.6550158695163,4787
1148.6632273104794,4789
1739.5784871810245,4794
2345.8179148254585,4800
2831.4487660254704,4807
7092.993436903612,4813
2349.8839428276538,4818
10285.282833881256,4823
1803.3669087765984,4824
2231.2713432314586,4829
1148.4416574392726,4830
2285.8743275052384,4835
1655.6693964047795,4844
2017.9910408163305,4845
2712.231161359942,4846
701.3656879650837,4847
2904.5599562877314,4854
3526.8695980112802,4857
1125.3049790759776,4861
1228.5824813303777,4863
2613.11234250619,4866
4489.057620887704,4869
1201.851136050541,4871
2478.496080415712,4872
2026.041027585556,4875
7770.545793840026,4877
1271.0453638249023,4878
1697.9612649220926,4885
1494.6650684806243,4886
3024.7754659755933,4888
1739.295921292393,4890
1198.44928365812,4896
2251.13498303365,4899
679.3304917271821,4913
1910.8598541753445,4916
2596.868718302315,4920
2580.362107793916,4925
1884.900138733672,4934
2502.242941954645,4941
1384.4558632219419,4946
2906.9432329641445,4954
1223.2908503899826,4956
4105.525122926789,4958
1302.8360611156577,4965
1210.2820436057484,4966
2286.949339300607,4970
2999.8188815049816,4977
3049.04315564473,4980
2121.9109586168565,4984
726.9307925675975,4995
3259.718183967976,4997
1932.294187747098,4999
3199.1036303291853,5005
1795.9465267056592,5011
2184.880820481849,5015
2894.2853475945617,5016
1763.4694877142294,5019
1384.5158361435504,5024
1941.965862463327,5030
1719.0071055012043,5031
2129.9116921721384,5034
10487.434654122608,5047
2574.4181454622103,5048
1266.3100239248577,5052
2362.526810155409,5061
4727.629560594913,5062
2828.3461233736434,5067
3907.2202894306165,5068
1570.9109529074815,5077
1592.6593181796234,5079
3577.197900082713,5090
1995.416544472259,5094
1747.3558061237302,5103
959.4062498594567,5104
1832.100930647183,5106
2345.227556511403,5107
1104.1015352696948,5110
1996.8941093045387,5114
4917.067756502231,5116
4272.389001490165,5121
3850.0603081431354,5122
1439.7603101545271,5124
3703.409804921943,5132
1750.8853134815645,5133
2050.4977862390415,5138
2340.25526776307,5143
1568.845457535086,5153
1825.8629683730517,5154
913.3442334830092,5155
1541.6455890589755,5160
3434.8585117544817,5169
3313.4924508181084,5172
2878.3510197387163,5173
1579.2661773810962,5179
2962.1454837501965,5182
1264.4102525428902,5187
2732.1924491978834,5192
1255.6467720940016,5211
3528.4701988759703,5213
876.6367890385463,5219
2585.384761888134,5225
1237.1567913964368,5226
5673.38517791129,5227
1858.4344534470056,5228
4027.9972781423467,5239
1253.029287948591,5241
2135.9325966096626,5244
3158.527999094147,5248
1664.6981463456698,5260
1179.0777263884586,5266
1677.6328201392107,5273
9500.641411551367,5280
4039.3411408950597,5298
1319.540145990724,5300
3009.1749121483995,5306
1612.1845128556097,5307
7003.104513101149,5311
939.8757883208641,5316
988.4329329863081,5323
1807.5399190518178,5332
1764.6320651051844,5336
1274.053039579554,5338
2349.0441095882884,5342
1474.7109561795214,5347
4114.721409435578,5355
1948.5928286199096,5357
1430.5679311787812,5362
1380.6318845202488,5363
1077.9726016228017,5364
2416.7821444561846,5366
5017.0830616963785,5374
710.1744096198579,5375
2560.017174113979,5379
2324.9804387326462,5380
865.1338533267478,5383
1258.6242208080412,5385
2984.6722210710627,5390
4954.888572140581,5393
1842.2975560773643,5398
3020.0780373566345,5411
789.9618382232532,5414
1371.3794175766998,5429
8912.14205001758,5432
1273.2613445189393,5436
3706.8690045893113,5437
1114.4980959945672,5439
2998.3395217792413,5440
1782.0588946667256,5449
1277.6324867651665,5458
933.9463020669305,5460
1542.7405252721621,5462
2451.919073659492,5463
1818.6369900064012,5465
2961.7477597572856,5467
3491.7494341464376,5475
1910.8158079739665,5483
1590.4385218361235,5485
1802.3716346948345,5489
3343.4977914461815,5493
784.794537033848,5497
1704.7962267175578,5501
2663.6121332688476,5506
1361.6775588681858,5507
2396.7440834937875,5510
4707.662478249554,5524
1375.8761294058081,5531
3415.991251273469,5542
2910.0299177017423,5543
4014.802345293074,5544
1562.5117617444428,5552
2377.1147345637496,5560
4348.678003075733,5563
2228.6263086614067,5573
974.2452256291533,5579
2381.07565896364,5584
10612.624957965902,5585
1483.9327930464303,5594
2042.7987017498185,5595
1937.667857712409,5597
1729.82606890634,5598
1360.0401360546703,5604
1980.8589584655092,5606
846.7379720434485,5610
4830.332627072668,5615
1161.8146209722127,5631
1524.2275678208182,5637
1663.1382105838586,5646
2871.1212604410644,5656
8027.234518848563,5658
1869.8678217218394,5666
3015.4336283616044,5668
1595.7168881906923,5673
1316.5281718807373,5680
2289.8901942403177,5691
9061.901234611456,5692
1918.4917163303257,5693
2381.043211259637,5697
1548.0215680118977,5698
2215.0927254272924,5700
1491.2961172761559,5704
1719.3839837243154,5705
1337.668687636204,5707
898.6066043483886,5710
953.2542915046963,5716
1552.9446029832718,5720
3271.716943996123,5722
1800.1524545156406,5727
1555.0849494152167,5733
2277.287579773739,5737
3997.6826058184406,5742
817.4073963615547,5747
2411.1643651982245,5760
1731.7343038430786,5774
4713.324388996725,5788
2007.1482491261627,5796
1318.4227220045957,5797
3176.6678364765135,5800
1818.8124586017277,5812
1489.1380915524423,5814
1473.4994600197044,5818
